Campaign Name,Ad Name,Amount Spent,Reach,Impressions,Clicks (All),Results,Day,Ad Set Name
Engajamento - Guanambi,teste 27 passo 3,13,1504,1660,8,62,2021-03-12,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 22 passo 3,"9,49",1931,2006,5,40,2021-03-13,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 26 passo 3,"3,6",364,372,2,14,2021-03-13,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 27 passo 3,"15,64",2204,2476,7,79,2021-03-13,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 22 passo 3,"8,67",1800,1869,3,49,2021-03-14,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 26 passo 3,"3,41",397,410,2,10,2021-03-14,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 27 passo 3,"18,02",3247,3618,15,101,2021-03-14,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 22 passo 3,"1,32",253,254,0,2,2021-03-15,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 26 passo 3,"0,34",51,51,0,2,2021-03-15,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 27 passo 3,"3,35",748,752,4,16,2021-03-15,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"11,19",1669,1764,10,108,2021-03-15,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"10,08",1316,1387,10,111,2021-03-15,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"15,75",1883,2064,7,114,2021-03-16,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"8,96",1038,1115,6,63,2021-03-16,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"12,47",1822,1956,8,72,2021-03-17,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"12,06",1245,1338,3,97,2021-03-17,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"6,14",986,1033,15,41,2021-03-18,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"17,99",2632,2936,12,114,2021-03-18,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"7,8",1305,1366,6,43,2021-03-19,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"16,75",2898,3170,15,87,2021-03-19,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"9,33",1666,1751,10,41,2021-03-20,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"16,14",2971,3246,11,62,2021-03-20,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"11,18",2225,2359,7,56,2021-03-21,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"14,08",3038,3269,11,60,2021-03-21,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 04 passo 3,"0,33",41,41,0,15,2021-03-22,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 28 passo 3,"6,23",1298,1330,5,29,2021-03-22,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 07 passo 3,"0,91",102,102,0,14,2021-03-22,PASSO 03 MDV GBI
Engajamento - Guanambi,teste 29 passo 3,"4,58",1074,1101,2,14,2021-03-22,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"2,88",442,457,4,78,2021-03-23,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,92",7028,7431,39,1624,2021-03-23,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"2,38",337,349,5,71,2021-03-24,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,95",6890,7360,20,1724,2021-03-24,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"2,57",336,351,1,54,2021-03-25,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,56",6331,6842,19,1494,2021-03-25,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,53",229,232,2,35,2021-03-26,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"26,07",6462,7015,20,1460,2021-03-26,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,67",234,240,1,26,2021-03-27,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"26,16",6587,7161,29,1439,2021-03-27,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,65",275,279,1,44,2021-03-28,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,5",6016,6560,19,1310,2021-03-28,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,59",232,237,2,28,2021-03-29,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,48",6194,6639,17,1235,2021-03-29,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,03",164,167,0,18,2021-03-30,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,05",6084,6439,19,1226,2021-03-30,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,53",234,241,0,25,2021-03-31,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,67",5797,6190,16,1153,2021-03-31,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,83",334,340,0,42,2021-04-01,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,12",6516,7033,14,1354,2021-04-01,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,2,376,390,1,42,2021-04-02,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,94",7314,8022,16,1528,2021-04-02,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"2,03",453,470,2,36,2021-04-03,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,58",7320,7973,13,1517,2021-04-03,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"1,41",350,362,1,34,2021-04-04,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,65",8319,9071,21,1636,2021-04-04,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mini churros passo 3,"0,82",211,215,1,18,2021-04-05,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"20,89",7612,8106,11,1412,2021-04-05,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"3,36",1109,1177,5,269,2021-04-05,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"13,81",5226,5694,14,1004,2021-04-06,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"10,46",3071,3273,5,882,2021-04-06,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"18,09",6385,6715,17,1115,2021-04-07,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"6,28",1457,1519,5,438,2021-04-07,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"18,28",6087,6435,13,1054,2021-04-08,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"7,02",1624,1687,2,517,2021-04-08,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"18,71",6144,6481,11,1124,2021-04-09,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"6,86",1670,1736,4,507,2021-04-09,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,12",7410,7935,16,1373,2021-04-10,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"3,24",861,882,0,235,2021-04-10,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,26",8692,9312,15,1570,2021-04-11,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"1,89",539,552,1,140,2021-04-11,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"19,4",7376,7756,18,1375,2021-04-12,PASSO 03 MDV GBI
Engajamento - Guanambi,video churros passo 3,"0,28",95,98,0,25,2021-04-12,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"4,69",713,789,4,90,2021-04-12,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,09",6130,6563,18,1149,2021-04-13,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"3,16",438,457,4,49,2021-04-13,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,22",5798,6283,11,1051,2021-04-14,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"2,01",211,217,2,32,2021-04-14,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,23",7203,7820,13,1348,2021-04-15,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"0,83",124,127,1,22,2021-04-15,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,17",7314,7706,18,1331,2021-04-16,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"0,85",111,115,1,14,2021-04-16,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,36",7556,8148,11,1298,2021-04-17,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"0,56",100,103,0,8,2021-04-17,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,59",8087,8576,22,1453,2021-04-18,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"0,53",74,76,0,9,2021-04-18,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,91",7783,8483,17,1363,2021-04-19,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"0,44",81,82,0,9,2021-04-19,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,53",6800,7335,16,1241,2021-04-20,PASSO 03 MDV GBI
Engajamento - Guanambi,post pastel passo 3,"0,4",54,54,0,12,2021-04-20,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"2,38",289,308,4,73,2021-04-20,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"20,26",6509,7033,15,1143,2021-04-21,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"4,49",729,782,8,118,2021-04-21,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,26",6042,6572,24,1092,2021-04-22,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"4,12",681,729,5,101,2021-04-22,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,28",6526,6824,14,1182,2021-04-23,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"2,78",489,505,2,55,2021-04-23,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,39",6089,6486,16,1090,2021-04-24,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"2,64",540,572,4,54,2021-04-24,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,88",6940,7334,18,1198,2021-04-25,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"2,24",581,594,4,56,2021-04-25,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,2",6119,6615,11,1098,2021-04-26,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"3,33",759,801,3,61,2021-04-26,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,69",7022,7355,17,1195,2021-04-27,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,48",328,341,2,16,2021-04-27,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,61",7260,7847,16,1235,2021-04-28,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,07",200,206,1,21,2021-04-28,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,76",7276,7703,16,1275,2021-04-29,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,29",219,222,0,24,2021-04-29,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,95",7522,8025,17,1313,2021-04-30,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,46",291,302,3,36,2021-04-30,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,13",8736,9295,14,1534,2021-05-01,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,91",374,386,4,35,2021-05-01,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,22",9926,10665,32,1859,2021-05-02,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"0,88",258,262,0,25,2021-05-02,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,31",9566,10301,23,1725,2021-05-03,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,19",275,278,2,26,2021-05-03,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,65",8486,9147,23,1481,2021-05-04,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"1,34",300,309,1,29,2021-05-04,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,22",9257,9792,20,1637,2021-05-05,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"0,91",197,201,2,28,2021-05-05,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,52",8654,9266,18,1659,2021-05-06,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"0,66",127,129,2,19,2021-05-06,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,29",8835,9376,20,1592,2021-05-07,PASSO 03 MDV GBI
Engajamento - Guanambi,foto mainha passo 3,"0,03",11,11,0,,2021-05-07,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,81",129,141,0,33,2021-05-07,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,24",8567,9053,21,1605,2021-05-08,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,73",133,136,2,25,2021-05-08,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,09",9838,10395,11,1652,2021-05-09,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,07",212,218,0,34,2021-05-09,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,93",8728,9365,13,1617,2021-05-10,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"2,63",568,603,1,90,2021-05-10,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"20,18",7476,8054,22,1382,2021-05-11,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"4,01",946,985,6,113,2021-05-11,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,94",7344,7791,20,1349,2021-05-12,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"2,83",708,745,5,67,2021-05-12,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,78",7224,7687,16,1297,2021-05-13,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"3,61",982,1023,11,104,2021-05-13,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"21,02",6994,7415,16,1320,2021-05-14,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"3,98",1124,1176,9,88,2021-05-14,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,22",9142,9538,19,1686,2021-05-15,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,71",507,522,3,36,2021-05-15,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,73",9842,10493,16,1698,2021-05-16,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,4",415,424,2,36,2021-05-16,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,25",9326,9891,17,1568,2021-05-17,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,65",501,522,3,36,2021-05-17,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,31",8500,8907,15,1461,2021-05-18,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,68",193,197,0,10,2021-05-18,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,68",7870,8224,17,1287,2021-05-19,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,67",191,193,2,14,2021-05-19,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,36",7058,7394,14,1194,2021-05-20,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,95",237,246,1,15,2021-05-20,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,48",7038,7348,14,1215,2021-05-21,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,9",232,238,2,12,2021-05-21,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,33",7478,7746,11,1237,2021-05-22,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,61",176,177,1,9,2021-05-22,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,27",7976,8333,12,1374,2021-05-23,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,85",236,240,0,23,2021-05-23,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,6",7424,7860,19,1257,2021-05-24,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,12",274,280,2,23,2021-05-24,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,14",6960,7326,9,1171,2021-05-25,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,03",247,251,1,18,2021-05-25,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"24,01",6338,6571,15,1036,2021-05-26,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,1",239,246,0,16,2021-05-26,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"22,23",5232,5507,12,958,2021-05-27,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"2,94",853,887,3,42,2021-05-27,PASSO 03 MDV GBI
Engajamento - Guanambi,video bolinho passo 3,"23,23",5322,5619,16,1034,2021-05-28,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,82",622,642,4,35,2021-05-28,PASSO 03 MDV GBI
Instagram direct,arte festa na caixa,"11,33",1436,1639,15,3,2021-05-28,Namorados foto
Engajamento - Guanambi,video bolinho passo 3,"22,79",5698,5847,17,1050,2021-05-29,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,87",593,613,7,29,2021-05-29,PASSO 03 MDV GBI
Instagram direct,arte festa na caixa,"11,38",1489,1644,17,2,2021-05-29,Namorados foto
Engajamento - Guanambi,video bolinho passo 3,"23,76",6502,6768,13,1142,2021-05-30,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"1,39",544,569,3,13,2021-05-30,PASSO 03 MDV GBI
Instagram direct,arte festa na caixa,"9,43",1293,1391,11,1,2021-05-30,Namorados foto
Engajamento - Guanambi,video bolinho passo 3,"16,19",4592,4877,3,766,2021-05-31,PASSO 03 MDV GBI
Engajamento - Guanambi,arte chapolin passo 3,"0,13",53,54,0,4,2021-05-31,PASSO 03 MDV GBI
Instagram direct,arte festa na caixa,"10,2",1450,1584,19,3,2021-05-31,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"8,73",1416,1546,6,132,2021-05-31,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"1,62",213,214,4,2,2021-05-31,festa na caixa video
Engajamento - Carinhanha,foto churros G,"5,07",886,1011,1,38,2021-06-01,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"20,01",5270,5822,11,975,2021-06-01,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"4,04",607,665,1,35,2021-06-01,Passo 3 CNN
Instagram direct,arte festa na caixa,"1,61",288,298,3,3,2021-06-01,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"5,13",1153,1250,3,88,2021-06-01,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"10,11",1234,1408,34,4,2021-06-01,festa na caixa video
Engajamento - Carinhanha,foto churros G,"6,1",945,1063,2,48,2021-06-02,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"21,33",5403,5781,9,983,2021-06-02,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,24",434,473,0,22,2021-06-02,Passo 3 CNN
Instagram direct,arte festa na caixa,"1,98",359,386,4,,2021-06-02,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"3,66",799,828,0,56,2021-06-02,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"8,82",1203,1304,19,4,2021-06-02,festa na caixa video
Engajamento - Carinhanha,foto churros G,"6,74",1066,1185,2,34,2021-06-03,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,82",6387,6669,12,1137,2021-06-03,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,75",420,443,3,13,2021-06-03,Passo 3 CNN
Instagram direct,arte festa na caixa,"2,37",432,455,4,1,2021-06-03,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"2,22",435,450,2,32,2021-06-03,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"9,1",1230,1305,33,7,2021-06-03,festa na caixa video
Engajamento - Carinhanha,foto churros G,"6,36",945,1024,3,31,2021-06-04,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,51",5714,6035,13,1027,2021-06-04,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,41",404,429,1,21,2021-06-04,Passo 3 CNN
Instagram direct,arte festa na caixa,"1,22",247,257,2,1,2021-06-04,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"2,54",485,505,2,42,2021-06-04,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"10,29",1358,1450,24,3,2021-06-04,festa na caixa video
Engajamento - Carinhanha,foto churros G,"5,98",929,1010,5,24,2021-06-05,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,58",5712,6076,13,1074,2021-06-05,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"4,23",680,742,4,24,2021-06-05,Passo 3 CNN
Instagram direct,arte festa na caixa,"1,9",361,387,1,,2021-06-05,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,2,422,441,1,26,2021-06-05,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"11,25",1473,1603,22,5,2021-06-05,festa na caixa video
Engajamento - Carinhanha,foto churros G,"6,39",1219,1364,2,36,2021-06-06,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,96",6331,6727,14,1191,2021-06-06,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,23",523,553,0,13,2021-06-06,Passo 3 CNN
Instagram direct,arte festa na caixa,"2,49",487,508,1,,2021-06-06,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"2,14",452,465,1,32,2021-06-06,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"8,83",1370,1473,18,2,2021-06-06,festa na caixa video
Engajamento - Carinhanha,foto churros G,"6,99",1228,1334,3,23,2021-06-07,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,1",5658,6014,6,942,2021-06-07,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"3,08",447,476,1,23,2021-06-07,Passo 3 CNN
Instagram direct,arte festa na caixa,"2,05",397,420,5,1,2021-06-07,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"2,73",596,628,1,43,2021-06-07,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"9,21",1255,1356,25,3,2021-06-07,festa na caixa video
Engajamento - Carinhanha,foto churros G,"5,03",777,827,1,17,2021-06-08,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,71",5179,5598,9,895,2021-06-08,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"4,69",746,833,6,25,2021-06-08,Passo 3 CNN
Instagram direct,arte festa na caixa,"2,05",344,360,3,1,2021-06-08,Namorados foto
Engajamento - Guanambi,foto churros g passo 3,"2,58",532,555,1,25,2021-06-08,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"9,57",1288,1361,13,2,2021-06-08,festa na caixa video
Engajamento - Carinhanha,foto churros G,"1,96",322,336,1,11,2021-06-09,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"23,17",6172,6384,12,1007,2021-06-09,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"1,54",326,339,2,6,2021-06-09,Passo 3 CNN
Instagram direct,arte festa na caixa,"0,07",13,13,0,,2021-06-09,Namorados foto
Engajamento - Carinhanha,foto assados e fritos,"6,42",626,709,2,38,2021-06-09,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"1,88",344,354,1,27,2021-06-09,PASSO 03 MDV GBI
Instagram direct,video festa na caixa,"0,43",47,47,1,1,2021-06-09,festa na caixa video
Engajamento - Carinhanha,foto churros G,"2,42",417,440,2,7,2021-06-10,Passo 3 CNN
Engajamento - Guanambi,video bolinho passo 3,"22,81",5688,6034,11,972,2021-06-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"1,93",340,351,5,5,2021-06-10,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"2,08",384,397,1,26,2021-06-10,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto assados e fritos,"5,43",494,551,1,21,2021-06-10,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,87",892,973,20,12,2021-06-10,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"23,29",5500,5638,12,907,2021-06-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"4,79",736,767,2,25,2021-06-11,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"1,77",332,344,2,23,2021-06-11,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,41",398,422,1,13,2021-06-11,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,3,254,266,1,18,2021-06-11,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"8,5",855,935,16,6,2021-06-11,anuncio manhã
Engajamento - Guanambi,video bolinho passo 3,"23,37",6471,7006,14,1140,2021-06-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto churros G,"5,29",870,920,1,26,2021-06-12,Passo 3 CNN
Engajamento - Guanambi,foto churros g passo 3,"1,41",299,314,1,14,2021-06-12,PASSO 03 MDV GBI
Engajamento - Carinhanha,foto coxiburguer,"2,35",416,447,1,14,2021-06-12,Passo 3 CNN
Engajamento - Carinhanha,foto assados e fritos,"3,05",300,320,1,14,2021-06-12,Passo 3 CNN
Passo 4 GBi manhã,teste 1 foto,"7,97",1047,1147,12,5,2021-06-12,anuncio manhã
